27,393
24,348
27,393
58,859
52,776
60,896
42,625
57,851
13,194
54,802
55,824
50,746
51,762
55,813
60,886
60,891
42,625
27,393
55,824
29,434
55,813
61,909
21,301
61,913
47,692
56,834
51,762
58,859
36,540
61,913
32,472
59,880
42,625
56,834
57,851
54,802
60,891
55,824
48,712
62,916
51,762
59,873
58,859
57,851
13,194
57,851
34,507
55,813
51,762
55,824
62,922
62,928
51,762
48,712
34,507
62,930
51,762
60,891
62,928
61,913
48,712
27,393
62,916
27,393
56,834
50,746
57,843
27,393
59,873
27,393
49,730
40,598
59,880
38,570
60,896
47,692
40,598
21,301
44,649
60,891
32,472
55,813
38,570
38,570
51,762
53,789
34,507
51,762
13,194
53,789
63,936
29,434
24,348
60,896
45,671
42,625
47,692
44,649
55,813
38,570
61,913
38,570
32,472
38,570
49,730
61,905
42,625
40,598
32,472
36,540
61,901
27,393
56,834
60,896
62,916
48,712
59,880
47,692
60,886
47,692
42,625
44,649
53,789
24,348
45,671
36,540
38,570
51,762
48,712
55,824
57,851
45,671
27,393
24,348
29,434
49,730
53,789
55,824
44,649
42,625
52,776
58,867
61,901
48,712
36,540
44,649
36,540
42,625
60,891
21,301
49,730
32,472
49,730
38,570
32,472
53,789
49,730
57,851
44,649
52,776
27,393
34,507
49,730
50,746
47,692
24,348
44,649
53,789
6,208
6,285
4,210
2,183
3,294
1,155
1,95
1,97
1,53
1,36
1,11
1,38
1,22
1,13
1,27
1,30
1,16
1,4
1,2
1,3
1,7
1,2
1,3
1,1
