4,157
6,226
8,311
4,152
6,207
3,118
5,191
3,86
3,118
7,249
9,327
2,52
4,123
4,128
6,240
4,123
3,92
6,215
5,161
4,143
3,86
4,157
5,174
7,246
6,240
6,211
8,299
6,240
6,215
5,174
6,215
6,218
2,63
6,229
5,191
2,75
6,233
2,63
5,199
8,291
3,113
7,253
9,331
6,229
3,103
5,161
7,268
4,147
8,301
8,311
6,233
5,183
6,215
4,157
3,118
6,203
3,97
2,75
2,75
4,123
5,179
5,161
4,133
5,191
1,39
3,113
7,265
2,75
7,253
4,152
4,128
6,218
4,128
5,166
2,52
7,280
5,191
4,147
6,222
3,81
4,143
3,113
5,187
5,187
1,39
3,113
5,161
3,118
5,183
4,147
3,118
7,271
5,187
5,191
5,166
5,183
7,256
6,222
3,86
5,161
5,199
4,143
6,207
3,103
3,108
8,311
6,229
4,128
7,271
3,103
3,108
3,108
3,118
5,166
5,187
5,174
8,285
6,203
5,166
3,103
8,299
8,309
5,179
4,152
3,108
6,207
3,97
4,138
6,222
6,203
5,161
7,253
3,86
5,179
3,92
1,39
4,138
4,147
4,138
6,229
5,179
5,170
4,147
6,226
5,170
6,211
6,203
4,133
3,118
5,170
4,143
7,246
5,195
5,191
5,199
4,152
3,108
4,147
5,183
4,147
5,183
5,183
5,179
7,246
2,69
8,311
6,203
6,233
3,97
3,113
5,170
6,233
7,277
3,103
7,277
6,215
2,45
4,147
5,166
7,268
5,195
6,226
1,52
2,118
1,16
1,99
1,66
1,32
1,31
1,73
1,11
1,9
1,6
1,6
1,6
1,3
1,3
1,2
