60,891
32,472
54,802
63,936
24,348
49,730
52,776
40,598
55,813
54,802
58,859
49,730
56,834
52,776
56,834
45,671
58,867
29,434
27,393
53,789
38,570
58,859
32,472
48,712
51,762
17,249
48,712
53,789
47,692
55,824
54,802
42,625
60,896
38,570
32,472
44,649
56,834
55,813
56,834
50,746
47,692
40,598
42,625
62,922
61,913
48,712
58,859
49,730
47,692
21,301
55,824
55,813
54,802
62,928
38,570
58,867
60,896
34,507
42,625
34,507
48,712
44,649
62,922
57,851
60,886
48,712
55,824
62,916
42,625
34,507
44,649
51,762
59,873
50,746
48,712
47,692
56,834
63,932
63,938
59,873
32,472
62,919
49,730
58,859
47,692
55,813
53,789
47,692
60,886
60,896
40,598
48,712
57,843
61,913
29,434
60,886
55,813
29,434
53,789
9,134
58,867
38,570
53,789
50,746
44,649
40,598
44,649
34,507
57,851
21,301
51,762
9,134
38,570
51,762
61,901
42,625
36,540
42,625
55,813
29,434
60,891
29,434
36,540
58,859
60,891
58,867
55,813
27,393
59,880
55,813
21,301
48,712
53,789
55,824
44,649
62,916
62,919
54,802
34,507
59,873
54,802
59,873
58,867
52,776
60,891
49,730
55,824
36,540
58,867
21,301
61,901
52,776
58,859
21,301
40,598
61,909
61,901
13,194
57,851
54,802
54,802
58,859
59,873
38,570
24,348
32,472
24,348
38,570
60,886
27,393
64,952
48,712
27,393
58,867
42,625
63,936
9,134
13,194
56,834
51,762
61,909
49,730
58,867
23,510
11,518
2,199
1,119
1,109
1,112
1,103
1,106
1,95
1,14
1,17
1,33
1,35
1,19
1,17
1,1
1,2
1,3
1,5
1,2
1,5
1,3
