110,3294
58,1733
107,3206
104,3103
107,3206
113,3370
125,3750
126,3763
104,3103
76,2279
100,2984
100,2984
121,3618
122,3649
117,3492
68,2027
95,2845
126,3763
107,3206
117,3492
107,3206
123,3676
95,2845
34,996
84,2497
119,3541
125,3750
124,3719
120,3582
110,3294
68,2027
34,996
76,2279
113,3370
117,3492
122,3649
124,3719
84,2497
68,2027
126,3774
84,2497
100,2984
124,3719
128,3820
90,2684
113,3370
107,3206
119,3541
104,3103
84,2497
127,3798
90,2684
117,3492
121,3618
95,2845
128,3833
90,2684
68,2027
84,2497
107,3206
119,3541
90,2684
76,2279
113,3370
95,2845
58,1733
127,3804
104,3103
122,3649
100,2984
126,3763
127,3783
95,2845
127,3783
107,3206
110,3294
100,2984
127,3804
84,2497
110,3294
95,2845
122,3649
123,3676
110,3294
122,3649
84,2497
125,3750
120,3582
124,3699
115,3436
115,3436
123,3676
115,3436
117,3492
119,3541
122,3649
84,2497
124,3719
126,3774
47,1392
124,3699
126,3763
107,3206
125,3736
107,3206
127,3783
127,3798
90,2684
113,3370
115,3436
124,3699
58,1733
90,2684
107,3206
122,3649
115,3436
110,3294
76,2279
123,3676
128,3813
68,2027
76,2279
113,3370
119,3541
18,2301
3,687
2,508
2,676
2,593
2,676
4,1352
1,385
1,261
1,504
1,159
1,433
1,311
1,286
1,425
1,133
1,385
1,385
1,385
1,176
1,176
1,445
1,211
1,295
1,107
1,295
1,244
1,176
1,159
1,311
1,120
1,146
1,133
1,185
1,261
1,185
1,120
1,146
1,63
1,168
1,270
1,45
1,116
1,253
1,150
1,27
1,193
1,228
1,63
1,63
1,18
1,41
1,54
1,76
1,23
1,50
1,120
1,72
1,85
1,111
1,49
1,63
1,55
1,63
1,25
1,14
1,14
1,18
1,45
1,12
1,12
1,35
1,37
1,39
1,29
1,35
1,22
1,7
1,12
1,41
1,32
1,27
1,32
1,17
1,20
1,16
1,15
1,15
1,24
1,17
1,4
1,14
1,8
1,5
1,7
1,8
1,6
1,4
1,4
1,3
1,3
1,2
1,2
1,4
1,1
1,1
