6,203
2,63
6,203
4,147
3,108
4,138
3,118
4,123
5,199
2,45
6,240
5,191
5,199
1,14
6,207
8,285
4,152
4,157
5,183
7,271
6,215
5,166
5,187
8,304
8,293
5,183
5,161
4,143
8,291
6,236
5,195
3,113
3,92
8,304
4,123
6,218
5,174
3,108
5,179
4,123
6,215
4,123
6,218
6,240
8,313
1,20
3,113
6,222
6,203
4,138
8,311
4,138
6,218
7,274
2,69
7,262
6,222
9,335
4,123
4,152
5,166
5,183
3,81
5,166
6,207
5,174
3,118
4,128
4,157
5,166
4,152
6,207
6,215
7,243
8,285
4,157
6,211
4,157
6,229
5,195
2,69
3,103
6,240
3,113
4,157
5,174
2,58
4,147
5,161
7,243
6,207
4,133
2,69
3,103
6,218
3,92
4,147
6,207
3,97
6,226
6,236
7,249
8,301
6,211
4,123
3,92
4,143
7,274
3,81
7,280
4,128
7,265
4,128
3,81
3,108
4,152
8,285
3,113
3,108
3,97
5,174
6,222
4,128
5,179
6,233
3,92
8,296
4,138
4,152
8,283
7,246
4,147
1,39
5,195
5,170
2,58
6,240
7,274
4,133
4,157
3,81
6,236
6,215
8,306
8,296
7,253
6,233
4,123
3,108
3,118
3,113
3,81
6,203
4,157
8,296
6,236
7,246
4,157
2,118
3,191
1,12
1,20
1,38
1,43
1,35
1,24
1,35
1,73
1,32
1,24
1,9
1,1
1,3
1,3
1,3
1,4
1,3
