117,3492
100,2984
120,3582
120,3582
76,2279
115,3436
123,3676
120,3582
113,3370
107,3206
113,3370
119,3541
123,3676
120,3582
90,2684
126,3763
84,2497
123,3676
126,3774
90,2684
76,2279
124,3719
125,3750
90,2684
117,3492
90,2684
110,3294
84,2497
124,3699
110,3294
58,1733
120,3582
100,2984
127,3783
90,2684
104,3103
120,3582
124,3699
119,3541
115,3436
124,3699
100,2984
110,3294
110,3294
115,3436
113,3370
117,3492
128,3820
68,2027
58,1733
113,3370
76,2279
117,3492
127,3798
115,3436
84,2497
122,3649
110,3294
115,3436
47,1392
84,2497
47,1392
104,3103
122,3649
124,3699
117,3492
100,2984
127,3791
120,3582
100,2984
95,2845
107,3206
76,2279
47,1392
47,1392
124,3699
107,3206
107,3206
110,3294
84,2497
90,2684
107,3206
113,3370
113,3370
95,2845
121,3618
84,2497
120,3582
125,3750
107,3206
76,2279
127,3809
123,3676
110,3294
123,3676
107,3206
113,3370
119,3541
107,3206
110,3294
90,2684
123,3676
100,2984
104,3103
126,3774
126,3774
127,3783
127,3791
121,3618
121,3618
47,1392
95,2845
68,2027
84,2497
115,3436
58,1733
128,3820
119,3541
84,2497
95,2845
128,3820
117,3492
104,3103
58,1733
76,2279
117,3492
127,3798
95,2845
58,1733
34,996
110,3294
34,996
47,1392
119,3541
126,3763
110,3294
100,2984
34,996
110,3294
122,3649
5,687
12,1830
3,731
2,635
2,421
3,716
2,767
3,1042
2,555
2,738
1,332
1,417
1,311
1,504
1,360
1,286
1,551
1,311
1,336
1,336
1,67
1,425
1,365
1,219
1,445
1,385
1,385
1,155
1,441
1,328
1,228
1,193
1,535
1,504
1,535
1,176
1,385
1,185
1,324
1,120
1,120
1,249
1,274
1,67
1,98
1,219
1,159
1,159
1,98
1,81
1,303
1,176
1,72
1,45
1,41
1,27
1,133
1,59
1,63
1,27
1,50
1,94
1,85
1,81
1,89
1,35
1,16
1,56
1,49
1,16
1,45
2,73
1,59
1,43
1,22
1,71
1,19
1,42
1,36
1,11
1,12
1,33
1,49
1,22
1,25
1,11
1,26
1,15
1,24
1,12
1,15
1,5
1,14
1,8
1,6
1,9
1,13
1,13
1,5
1,1
1,2
1,4
1,3
1,3
1,3
1,2
