49,730
34,507
29,434
62,919
53,789
58,859
24,348
55,813
48,712
59,880
21,301
59,880
54,802
44,649
21,301
54,802
62,928
55,824
56,834
51,762
51,762
27,393
52,776
59,880
51,762
50,746
13,194
58,867
60,896
60,896
49,730
54,802
53,789
54,802
48,712
38,570
29,434
59,880
42,625
42,625
9,134
48,712
36,540
48,712
45,671
34,507
58,859
60,886
55,824
9,134
34,507
49,730
53,789
59,873
42,625
49,730
59,880
50,746
38,570
56,834
34,507
34,507
55,813
63,941
24,348
61,901
60,896
59,880
24,348
50,746
34,507
21,301
49,730
38,570
53,789
55,824
36,540
55,824
61,913
48,712
51,762
44,649
61,909
57,843
45,671
63,934
44,649
55,824
63,932
49,730
55,824
60,891
51,762
55,813
17,249
57,843
36,540
21,301
58,867
62,916
9,134
56,834
47,692
48,712
51,762
45,671
38,570
59,880
62,925
47,692
48,712
44,649
50,746
47,692
53,789
32,472
63,940
58,859
61,905
48,712
42,625
53,789
61,901
48,712
29,434
54,802
55,813
36,540
62,925
50,746
56,834
32,472
59,873
27,393
58,867
58,859
61,913
42,625
21,301
51,762
38,570
62,922
51,762
59,880
59,880
47,692
38,570
50,746
40,598
50,746
55,813
48,712
56,834
62,930
48,712
55,824
60,891
61,905
49,730
57,843
55,813
48,712
29,434
40,598
49,730
61,909
2,132
2,216
2,240
1,50
1,53
1,23
1,53
1,12
1,68
1,11
1,34
1,18
1,15
1,14
1,2
1,2
1,5
1,3
1,1
1,3
1,3
