54,802
38,570
27,393
52,776
34,507
34,507
62,922
29,434
40,598
52,776
53,789
61,901
54,802
47,692
49,730
55,813
59,873
34,507
52,776
36,540
51,762
57,843
49,730
42,625
62,925
32,472
32,472
52,776
13,194
61,901
21,301
27,393
32,472
61,905
60,896
58,867
56,834
29,434
57,843
48,712
59,873
48,712
44,649
45,671
47,692
63,944
44,649
59,873
55,813
58,859
59,873
47,692
54,802
48,712
59,880
57,851
53,789
49,730
61,901
57,851
45,671
34,507
21,301
51,762
38,570
60,886
42,625
51,762
50,746
61,909
45,671
40,598
48,712
36,540
38,570
40,598
52,776
42,625
21,301
55,824
47,692
32,472
52,776
49,730
36,540
49,730
58,859
56,834
61,901
47,692
59,873
57,851
57,851
57,851
62,919
60,896
58,867
24,348
60,886
59,873
49,730
24,348
50,746
40,598
40,598
24,348
24,348
48,712
9,134
61,909
44,649
59,873
44,649
47,692
47,692
47,692
54,802
52,776
49,730
61,901
17,249
17,249
61,905
62,925
58,867
55,813
42,625
52,776
32,472
51,762
58,867
45,671
57,851
51,762
50,746
54,802
57,851
55,813
27,393
63,936
55,813
63,932
63,936
47,692
61,905
21,301
24,348
60,886
59,880
47,692
44,649
29,434
52,776
56,834
60,891
32,472
44,649
50,746
60,886
54,802
44,649
55,813
42,625
44,649
47,692
57,851
44,649
13,194
53,789
55,813
53,789
37,744
4,308
1,97
1,174
1,31
1,126
1,121
1,31
1,57
1,5
1,16
1,26
1,42
1,19
1,54
1,8
1,17
1,5
1,5
1,4
1,3
1,8
1,4
1,2
