51,762
45,671
59,880
38,570
48,712
60,891
47,692
51,762
21,301
42,625
50,746
53,789
21,301
55,813
47,692
48,712
58,859
54,802
51,762
44,649
55,813
47,692
9,134
55,813
27,393
38,570
47,692
61,909
51,762
44,649
40,598
55,813
52,776
34,507
56,834
61,901
60,891
55,824
40,598
62,916
17,249
59,873
52,776
48,712
48,712
36,540
49,730
48,712
61,909
32,472
55,824
60,886
61,913
57,843
62,919
48,712
29,434
9,134
29,434
36,540
36,540
58,867
45,671
60,891
40,598
42,625
57,851
55,824
61,901
32,472
21,301
54,802
40,598
29,434
38,570
60,896
49,730
32,472
40,598
57,851
63,932
56,834
60,886
53,789
9,134
40,598
45,671
47,692
54,802
36,540
44,649
44,649
27,393
40,598
60,896
55,824
54,802
13,194
55,813
48,712
24,348
56,834
42,625
59,873
21,301
48,712
50,746
45,671
49,730
55,813
54,802
55,824
60,886
61,909
29,434
60,886
63,936
59,880
42,625
57,843
58,859
53,789
45,671
55,813
61,913
60,896
57,843
52,776
58,867
55,813
50,746
34,507
51,762
59,880
38,570
52,776
62,925
53,789
59,873
62,922
62,916
40,598
45,671
34,507
57,843
55,824
63,942
24,348
55,813
52,776
17,249
59,873
62,930
61,901
40,598
17,249
50,746
57,843
62,919
55,813
17,249
61,905
60,896
36,540
62,925
55,824
24,348
38,570
57,843
58,859
56,834
24,348
57,851
49,730
42,625
57,851
57,851
59,873
64,946
24,348
40,598
62,922
51,762
32,472
36,540
36,540
40,598
53,789
40,598
61,909
61,913
60,896
34,507
44,649
53,789
21,301
45,671
38,570
42,625
57,843
59,880
58,867
57,843
38,570
57,851
45,671
27,393
53,789
36,540
24,348
34,507
58,859
48,712
57,851
56,834
55,813
64,948
55,813
32,472
47,692
60,891
50,746
56,834
54,802
50,746
40,598
24,348
50,746
56,834
53,789
61,913
61,909
24,348
27,393
57,843
53,789
36,540
24,348
59,880
61,909
36,540
47,692
60,891
60,896
57,843
59,873
58,859
49,730
44,649
49,730
51,762
53,789
50,746
58,859
44,649
42,625
38,570
51,762
49,856
1,71
1,44
1,142
1,43
1,66
1,64
1,40
1,9
1,25
1,23
1,14
1,2
1,2
1,3
1,3
1,3
1,6
1,1
