8,301
5,166
7,268
3,113
2,58
7,253
6,203
7,277
5,174
7,277
6,215
6,203
6,222
7,259
4,123
5,161
4,152
5,199
5,166
3,81
5,183
4,133
6,240
6,203
7,246
7,243
6,240
7,243
5,195
5,183
3,92
5,191
7,268
6,226
7,262
7,262
4,138
8,285
4,128
2,75
6,203
3,103
7,259
5,199
4,147
4,123
7,243
7,277
4,152
3,92
5,166
4,147
8,296
6,203
6,207
7,268
6,218
4,138
8,316
6,226
5,187
7,243
3,81
4,157
4,128
3,86
5,195
3,92
7,246
6,207
3,103
8,291
7,277
2,52
5,170
2,45
5,170
6,222
2,52
4,152
4,123
6,207
4,128
5,179
7,246
6,240
4,138
5,170
8,293
2,45
6,218
7,271
6,215
6,226
3,97
6,229
6,222
2,52
3,92
2,75
5,166
5,191
2,75
4,157
5,191
1,39
2,45
6,218
5,170
4,123
4,157
5,199
5,195
7,271
5,174
4,147
4,133
6,233
2,52
3,108
6,226
2,75
3,118
5,183
6,203
5,174
6,222
4,157
6,229
2,63
6,226
2,58
5,170
8,285
3,86
4,152
3,108
6,229
7,277
4,147
4,147
4,147
2,75
5,195
3,108
7,277
6,215
6,207
7,253
5,166
3,81
4,133
3,108
5,191
3,81
4,147
4,147
5,183
5,195
6,218
6,207
6,215
1,27
6,233
7,271
7,277
4,138
9,335
3,92
3,108
3,213
1,55
1,54
1,36
1,12
1,57
1,61
1,8
1,11
1,17
1,18
1,6
1,4
1,5
1,2
1,3
1,5
1,1
